,actual_y,estimated_y,error_of_y(actual_y-estimated_y)
sample_1,3.962457914,4.058069034499635,-0.09561112049963505
sample_2,4.957531646,4.5262909863051926,0.43124065969480707
sample_3,3.761157692,3.536579583647753,0.2245781083522469
sample_4,5.135731947,5.134146970915083,0.0015849760849171446
sample_5,5.353029989,5.354841140028164,-0.0018111510281633159
sample_6,1.470305703,1.4642630918256638,0.006042611174336132
sample_7,5.284255841,5.038208149419067,0.24604769158093287
sample_8,-1.692795659,-1.6882458111170076,-0.004549847882992397
sample_9,0.318350522,0.09022070590054687,0.22812981609945315
sample_10,7.595665777,7.59423711250013,0.0014286644998700027
sample_11,7.47676631,7.477061882264209,-0.0002955722642088432
sample_12,6.461214337,7.068550474993493,-0.6073361379934923
sample_13,3.695214767,3.524850154481823,0.1703646125181768
sample_14,1.795978781,2.6822316758080946,-0.8862528948080945
sample_15,3.322269738,3.322734526845432,-0.0004647888454316629
sample_16,6.667143385,6.4686109439248405,0.19853244107515966
sample_17,-0.075899232,-0.008305457115274972,-0.06759377488472502
sample_18,-0.964156105,-1.3543643499014504,0.39020824490145034
sample_19,5.215833992,5.034129855617668,0.18170413638233196
sample_20,5.902584574,5.354278049856301,0.5483065241436984
sample_21,3.252161534,3.6293684032797136,-0.3772068692797137
sample_22,7.032785956,7.032469967106781,0.00031598889321848844
sample_23,4.439717308,4.438752286498146,0.0009650215018535135
sample_24,2.675372141,2.6757058047847337,-0.000333663784733762
sample_25,2.996892206,3.178055944177598,-0.1811637381775979
sample_26,-2.973772978,-2.5890691073128504,-0.3847038706871495
sample_27,1.85785316,1.44361481789241,0.4142383421075899
sample_28,2.165138123,2.6795760207784207,-0.5144378977784205
sample_29,5.596916809,5.596789121503908,0.00012768749609204377
sample_30,3.389837945,3.392200587591383,-0.0023626425913829685
