"",actual_y,estimated_y,error_of_y(actual_y-estimated_y)
sample_1,1.556572063,1.556508732180788,0.00006333081921194861
sample_2,-2.223486445,-2.2240431192994468,0.0005566742994469465
sample_3,0.53255007,0.5327553855347061,-0.00020531553470615194
sample_4,-3.932083923,-3.932007813787837,-0.00007610921216283373
sample_5,-2.15668109,-2.1572711012725296,0.0005900112725294449
sample_6,-0.568406517,-0.5684161272186594,9.610218659417136e-6
sample_7,0.412452142,0.4121709850573977,0.00028115694260233415
sample_8,1.997437829,1.9973622427953797,0.00007558620462044807
sample_9,2.257829108,2.2581024243449366,-0.0002733163449364362
sample_10,-1.196575193,-1.1965535753333507,-0.00002161766664920961
sample_11,-1.886941521,-1.8871739624054604,0.00023244140546041514
sample_12,-3.809209988,-3.809083908709188,-0.00012607929081198677
sample_13,-1.649286117,-1.647382113839856,-0.00190400316014383
sample_14,-0.321092142,-0.32113903848167064,0.00004689648167061078
sample_15,-0.765568967,-0.7671192750078675,0.0015503080078674847
sample_16,-1.850809623,-1.8506073965941536,-0.00020222640584632856
sample_17,-0.68992493,-0.6898434244134591,-0.00008150558654085316
sample_18,1.55038033,1.5504587551431621,-0.00007842514316203086
sample_19,-3.327200761,-3.3272019510858866,1.190085886726422e-6
sample_20,-0.71518851,-0.7149488351564928,-0.00023967484350728707
sample_21,-2.289500675,-2.289581057204109,0.00008038220410888641
sample_22,-0.86103002,-0.8609120246639057,-0.0001179953360942454
sample_23,-4.223350076,-4.2234500046020065,0.00009992860200647158
sample_24,-0.569564796,-0.5694280063434235,-0.0001367896565764859
sample_25,-1.831920845,-1.8318602650389626,-0.00006057996103736585
sample_26,3.252993521,3.2528689328145513,0.000124588185448804
sample_27,-0.040978586,-0.041264033777401066,0.0002854477774010683
sample_28,2.118231293,2.11797741267944,0.00025388032055984056
sample_29,-2.007604067,-2.0073405892427303,-0.00026347775726964784
sample_30,-0.071356476,-0.07091962488319314,-0.00043685111680685784
