"",actual_y,estimated_y,error_of_y(actual_y-estimated_y)
sample_1,3.962457914,4.092247559164727,-0.12978964516472757
sample_2,4.957531646,4.553830376331851,0.403701269668149
sample_3,3.761157692,3.6009118316718145,0.16024586032818533
sample_4,5.135731947,4.919373152533101,0.21635879446689898
sample_5,5.353029989,4.998065057509963,0.35496493149003694
sample_6,1.470305703,1.0978135330417627,0.3724921699582373
sample_7,5.284255841,5.130932333590464,0.15332350740953604
sample_8,-1.692795659,-1.4796626101521246,-0.21313304884787532
sample_9,0.318350522,0.0984975713750913,0.21985295062490873
sample_10,7.595665777,7.989972232635366,-0.39430645563536615
sample_11,7.47676631,7.472263857043059,0.004502452956941738
sample_12,6.461214337,6.887472263792143,-0.42625792679214225
sample_13,3.695214767,3.4835129574263095,0.21170180957369045
sample_14,1.795978781,2.3927377205925353,-0.5967589395925352
sample_15,3.322269738,3.468961802453871,-0.14669206445387095
sample_16,6.667143385,6.471991887958966,0.19515149704103418
sample_17,-0.075899232,-0.0041161346942506505,-0.07178309730574935
sample_18,-0.964156105,-1.22497004236451,0.26081393736451
sample_19,5.215833992,4.96202360121527,0.25381039078473044
sample_20,5.902584574,5.457472130169345,0.44511244383065485
sample_21,3.252161534,3.5568680923695983,-0.3047065583695985
sample_22,7.032785956,7.1417626021318865,-0.10897664613188685
sample_23,4.439717308,4.5075574837585215,-0.06784017575852186
sample_24,2.675372141,2.5149960664205677,0.16037607457943226
sample_25,2.996892206,3.146895859538688,-0.15000365353868794
sample_26,-2.973772978,-2.629837837265703,-0.34393514073429676
sample_27,1.85785316,1.5221140550210768,0.3357391049789231
sample_28,2.165138123,2.591171284048003,-0.4260331610480028
sample_29,5.596916809,5.556302058836814,0.0406147501631855
sample_30,3.389837945,3.798383376863738,-0.4085454318637378
