,actual_y,estimated_y,error_of_y(actual_y-estimated_y)
sample_1,1.556572063,1.3483055394954504,0.20826652350454955
sample_2,-2.223486445,-2.2063669115525184,-0.017119533447481405
sample_3,0.53255007,0.4244376205733411,0.10811244942665887
sample_4,-3.932083923,-3.874236675706368,-0.057847247293632
sample_5,-2.15668109,-2.210387010035037,0.053705920035036936
sample_6,-0.568406517,-0.5428086607998021,-0.025597856200197944
sample_7,0.412452142,0.19145619909130995,0.22099594290869007
sample_8,1.997437829,1.665067622451918,0.332370206548082
sample_9,2.257829108,2.599435025407502,-0.3416059174075019
sample_10,-1.196575193,-1.1441012191548252,-0.052473973845174715
sample_11,-1.886941521,-1.9896239642378912,0.10268244323789122
sample_12,-3.809209988,-3.416662382433092,-0.39254760556690815
sample_13,-1.649286117,-1.5324064057963962,-0.11687971120360374
sample_14,-0.321092142,-0.3624854885085345,0.04139334650853449
sample_15,-0.765568967,-0.9505180884854147,0.18494912148541476
sample_16,-1.850809623,-1.7456180893962432,-0.10519153360375677
sample_17,-0.68992493,-0.6155811830663924,-0.07434374693360757
sample_18,1.55038033,1.563450919850868,-0.013070589850867842
sample_19,-3.327200761,-3.32924786096542,0.002047099965420074
sample_20,-0.71518851,-0.6032116409217528,-0.11197686907824722
sample_21,-2.289500675,-2.454798931199137,0.16529825619913696
sample_22,-0.86103002,-0.8462996035774921,-0.01473041642250783
sample_23,-4.223350076,-4.292288098346937,0.06893802234693691
sample_24,-0.569564796,-0.519262901838901,-0.05030189416109898
sample_25,-1.831920845,-1.700179311970934,-0.13174153302906588
sample_26,3.252993521,3.1423686380705624,0.11062488292943762
sample_27,-0.040978586,-0.12655771862757514,0.08557913262757515
sample_28,2.118231293,1.8566170404365576,0.2616142525634424
sample_29,-2.007604067,-1.977140020588997,-0.030464046411002865
sample_30,-0.071356476,-0.08377893965205818,0.01242246365205818
