,actual_y,estimated_y,error_of_y(actual_y-estimated_y)
sample_1,1.701077682,1.6260695074715812,0.07500817452841879
sample_2,1.384165099,1.3971341403768123,-0.012969041376812207
sample_3,0.62991175,0.6822125657429166,-0.05230081574291656
sample_4,1.153340482,1.1141609669307693,0.039179515069230675
sample_5,0.863543316,0.8407201161084971,0.022823199891502943
sample_6,0.697797054,0.629696425197469,0.06810062880253098
sample_7,1.216231803,1.0814466739077404,0.13478512909225948
sample_8,0.997491993,0.8806145100458178,0.11687748295418221
sample_9,1.418850602,1.4760531737625724,-0.057202571762572374
sample_10,1.472972297,1.4768268694886735,-0.00385457248867338
sample_11,2.287695199,2.3123189013036116,-0.024623702303611772
sample_12,1.193394553,1.1698365997402693,0.023557953259730757
sample_13,1.625700387,1.637691662353698,-0.011991275353697928
sample_14,0.041967385,-0.24551651809486175,0.28748390309486177
sample_15,2.011389451,2.0296656433714033,-0.018276192371403432
sample_16,2.784023518,2.6760276213258996,0.10799589667410059
sample_17,0.880751278,1.0025194844992171,-0.12176820649921716
sample_18,1.18160239,1.2494023094593227,-0.06779991945932284
sample_19,0.943150314,0.9639068051044826,-0.020756491104482522
sample_20,1.859425165,1.9274846536586923,-0.06805948865869227
sample_21,1.57061291,1.5564627354481377,0.014150174551862182
sample_22,1.234014865,1.243030425711117,-0.009015560711117088
sample_23,1.007223894,1.0351745255557048,-0.027950631555704764
sample_24,1.376971301,1.372341439659848,0.004629861340152086
sample_25,1.017290356,1.050675000892404,-0.033384644892404
sample_26,1.628854711,1.5590564367969695,0.06979827420303053
sample_27,0.999949726,1.0114166055640292,-0.011466879564029253
sample_28,2.550585595,2.4535552855050753,0.09703030949492453
sample_29,0.673947172,0.7089921827659688,-0.035045010765968776
sample_30,2.612969356,2.6801859661932985,-0.06721661019329872
