,actual_y,estimated_y,error_of_y(actual_y-estimated_y),std_of_estimated_y
sample_1,1.556572063,1.55650873218074,6.333081925991024e-05,0.00857480745437712
sample_2,-2.223486445,-2.2240431192994192,0.0005566742994194129,0.008538935917131174
sample_3,0.53255007,0.5327553855347233,-0.0002053155347233604,0.008568336226408804
sample_4,-3.932083923,-3.932007813787735,-7.610921226497425e-05,0.008523776327275754
sample_5,-2.15668109,-2.157271101272584,0.0005900112725836237,0.008499360916698982
sample_6,-0.568406517,-0.5684161272186354,9.610218635436318e-06,0.008564309003576276
sample_7,0.412452142,0.41217098505740446,0.0002811569425955618,0.008569242718057398
sample_8,1.997437829,1.997362242795453,7.558620454717335e-05,0.008574508103434663
sample_9,2.257829108,2.2581024243449432,-0.00027331634494309753,0.008573364252893246
sample_10,-1.196575193,-1.196553575333371,-2.161766662900355e-05,0.008558891083662642
sample_11,-1.886941521,-1.8871739624054331,0.00023244140543310365,0.008568402212830459
sample_12,-3.809209988,-3.8090839087091406,-0.0001260792908595043,0.008574694210872296
sample_13,-1.649286117,-1.6473821138397742,-0.0019040031602257645,0.008540212020824361
sample_14,-0.321092142,-0.3211390384816944,4.689648169436955e-05,0.008574999208518444
sample_15,-0.765568967,-0.7671192750077993,0.001550308007799317,0.008555737840800307
sample_16,-1.850809623,-1.8506073965940992,-0.0002022264059007295,0.00856738549832424
sample_17,-0.68992493,-0.6898434244133671,-8.150558663289065e-05,0.0085730196928834
sample_18,1.55038033,1.5504587551431452,-7.842514314515547e-05,0.008572910383996045
sample_19,-3.327200761,-3.327201951085839,1.1900858392088765e-06,0.008500161900575353
sample_20,-0.71518851,-0.714948835156479,-0.00023967484352105384,0.008567917354083075
sample_21,-2.289500675,-2.289581057204116,8.038220411599184e-05,0.008570541414985896
sample_22,-0.86103002,-0.8609120246638647,-0.00011799533613521263,0.008548963889178259
sample_23,-4.223350076,-4.223450004601942,9.992860194163455e-05,0.00856894113065085
sample_24,-0.569564796,-0.5694280063433894,-0.00013678965661056974,0.008551506071679638
sample_25,-1.831920845,-1.8318602650389828,-6.057996101715979e-05,0.008569359982947607
sample_26,3.252993521,3.252868932814538,0.0001245881854621267,0.008574661229960864
sample_27,-0.040978586,-0.041264033777400955,0.0002854477774009573,0.008547327701475803
sample_28,2.118231293,2.1179774126793993,0.00025388032060069676,0.008572629880482692
sample_29,-2.007604067,-2.0073405892427028,-0.00026347775729718137,0.008560689541527207
sample_30,-0.071356476,-0.07091962488313852,-0.0004368511168614808,0.008565898240758422
