"",actual_y,estimated_y,error_of_y(actual_y-estimated_y)
sample_1,1.556572063,1.348305539495446,0.208266523504554
sample_2,-2.223486445,-2.2063669115525526,-0.01711953344744721
sample_3,0.53255007,0.4244376205461483,0.10811244945385168
sample_4,-3.932083923,-3.874236675706378,-0.057847247293621784
sample_5,-2.15668109,-2.210387010035038,0.053705920035037824
sample_6,-0.568406517,-0.5428086607998119,-0.025597856200188063
sample_7,0.412452142,0.19145619908284683,0.2209959429171532
sample_8,1.997437829,1.6650676224518528,0.3323702065481473
sample_9,2.257829108,2.59943502540753,-0.3416059174075299
sample_10,-1.196575193,-1.1441012191548627,-0.05247397384513719
sample_11,-1.886941521,-1.9896239642376186,0.10268244323761855
sample_12,-3.809209988,-3.416662382447722,-0.3925476055522781
sample_13,-1.649286117,-1.532406405796412,-0.11687971120358798
sample_14,-0.321092142,-0.36248548850870155,0.04139334650870152
sample_15,-0.765568967,-0.9505180884852786,0.18494912148527864
sample_16,-1.850809623,-1.7456180893656001,-0.10519153363439981
sample_17,-0.68992493,-0.6155811830662776,-0.07434374693372237
sample_18,1.55038033,1.56345091985088,-0.013070589850879832
sample_19,-3.327200761,-3.3292478609680463,0.0020470999680464175
sample_20,-0.71518851,-0.6032116409223014,-0.11197686907769866
sample_21,-2.289500675,-2.4547989311990572,0.16529825619905703
sample_22,-0.86103002,-0.8462996035774923,-0.014730416422507608
sample_23,-4.223350076,-4.292288098346887,0.06893802234688717
sample_24,-0.569564796,-0.519262901838887,-0.05030189416111297
sample_25,-1.831920845,-1.7001793119710245,-0.1317415330289755
sample_26,3.252993521,3.142368638070592,0.11062488292940786
sample_27,-0.040978586,-0.12655771862757526,0.08557913262757526
sample_28,2.118231293,1.8566170404365239,0.26161425256347615
sample_29,-2.007604067,-1.9771400205889598,-0.03046404641104017
sample_30,-0.071356476,-0.08377893965219463,0.012422463652194626
