actual_y,estimated_y,error_of_y(actual_y-estimated_y)
0.125,0.14361587711645413,-0.018615877116454127
0.122,0.11304775239304887,0.008952247606951125
0.624,0.6217532493908563,0.0022467506091436995
0.042,0.046240404031702736,-0.004240404031702734
0.589,0.6006462824740884,-0.011646282474088387
0.051,0.056643504816389134,-0.005643504816389137
0.771,0.7774383343288025,-0.006438334328802475
0.775,0.7604808386721024,0.014519161327897656
0.219,0.21884681156572267,0.00015318843427733486
0.12,0.10411150182364054,0.015888498176359456
0.066,0.057676552296736266,0.008323447703263737
0.037,0.0501929525154719,-0.013192952515471902
0.1,0.09391626403714173,0.006083735962858272
0.161,0.15399221874019509,0.007007781259804918
0.773,0.7736988233887064,-0.0006988233887064155
0.087,0.10274229356286,-0.01574229356286
0.511,0.5117689198021375,-0.0007689198021374466
0.079,0.07717335825440105,0.0018266417455989475
0.043,0.035285083750874136,0.007714916249125861
0.49,0.48520356435224427,0.004796435647755726
