actual_y,estimated_y,error_of_y(actual_y-estimated_y)
0.125,0.14903106574528466,-0.024031065745284658
0.122,0.08874368793287646,0.03325631206712354
0.624,0.6248887918916439,-0.0008887918916439252
0.042,0.05090205819884938,-0.008902058198849379
0.589,0.6155573116870807,-0.026557311687080754
0.051,0.05772357840481057,-0.006723578404810575
0.771,0.7833174582995674,-0.01231745829956743
0.775,0.7453684091835859,0.02963159081641409
0.219,0.21607980887041445,0.002920191129585553
0.12,0.09260339104164961,0.027396608958350388
0.066,0.045285688539376895,0.020714311460623108
0.037,0.05348507410509368,-0.01648507410509368
0.1,0.09300499584243885,0.006995004157561158
0.161,0.1069681487549475,0.0540318512450525
0.773,0.7739431948393451,-0.0009431948393451295
0.087,0.11200631902158023,-0.025006319021580237
0.511,0.5210610863551646,-0.010061086355164561
0.079,0.07356991112257297,0.005430088877427033
0.043,0.032287211749896016,0.01071278825010398
0.49,0.47129344949189456,0.018706550508105435
