actual_y,estimated_y,error_of_y(actual_y-estimated_y)
0.125,0.14184939509897143,-0.01684939509897143
0.122,0.12339815341127514,-0.0013981534112751381
0.624,0.6190149273520069,0.004985072647993083
0.042,0.04126009789504323,0.0007399021049567731
0.589,0.5901056097698034,-0.0011056097698034506
0.051,0.050869824807424,0.00013017519257600002
0.771,0.7735469002550788,-0.0025469002550787545
0.775,0.7691539746773184,0.005846025322681636
0.219,0.22333579538396803,-0.0043357953839680274
0.12,0.1008580205145776,0.0191419794854224
0.066,0.0648091280242421,0.0011908719757579012
0.037,0.04820849353876033,-0.011208493538760335
0.1,0.0943041672027089,0.005695832797291106
0.161,0.16114034163829824,-0.00014034163829823587
0.773,0.7816675890864161,-0.008667589086416072
0.087,0.09650563672261761,-0.009505636722617616
0.511,0.5111546416443555,-0.0001546416443555243
0.079,0.07787586946031047,0.0011241305396895301
0.043,0.03410324437247775,0.008896755627522249
0.49,0.4818381891443456,0.008161810855654372
