actual_y,estimated_y,error_of_y(actual_y-estimated_y)
0.125,0.28069001263806936,-0.15569001263806936
0.122,0.21347585268663424,-0.09147585268663425
0.624,0.5890291034843003,0.034970896515699734
0.042,-0.11154301948281314,0.15354301948281315
0.589,0.5158597652455124,0.07314023475448761
0.051,0.1343563898387438,-0.0833563898387438
0.771,0.7442928477578344,0.026707152242165577
0.775,0.6291852646586534,0.1458147353413466
0.219,0.3562908502931523,-0.13729085029315227
0.12,0.2094888584755059,-0.08948885847550592
0.066,0.08010132098454659,-0.014101320984546584
0.037,0.048236332904095625,-0.011236332904095626
0.1,0.1700921295519505,-0.07009212955195049
0.161,-0.055917439802848745,0.21691743980284875
0.773,0.6719329683119097,0.10106703168809028
0.087,0.11094512966865289,-0.023945129668652892
0.511,0.5543925400582963,-0.04339254005829629
0.079,-0.06835462067046205,0.14735462067046207
0.043,0.006504909326207731,0.036495090673792266
0.49,0.5634096808266909,-0.07340968082669086
