actual_y,estimated_y,error_of_y(actual_y-estimated_y)
0.771,0.7040610737545301,0.06693892624546993
0.066,0.06605272611263027,-0.00005272611263026916
0.511,0.5383517797587062,-0.027351779758706174
0.043,0.05154795990291994,-0.008547959902919941
0.775,0.6718491781888929,0.10315082181110713
0.49,0.5380650648870395,-0.048065064887039544
0.161,0.06810164864846321,0.09289835135153679
0.051,0.14223889935756195,-0.09123889935756196
0.589,0.5718641221402458,0.017135877859754123
0.624,0.6027449792031696,0.021255020796830393
0.079,-0.021689421464918313,0.10068942146491831
0.12,0.2101896577329016,-0.0901896577329016
0.219,0.3563777055969113,-0.1373777055969113
0.042,-0.04354849871213762,0.08554849871213763
0.122,0.2067931248930835,-0.0847931248930835
