actual_y,estimated_y,error_of_y(actual_y-estimated_y)
0.125,0.30476868432672216,-0.17976868432672216
0.122,0.21130490084190573,-0.08930490084190573
0.624,0.5440355229466216,0.07996447705337839
0.042,-0.02092450205998908,0.06292450205998909
0.589,0.5580150740421104,0.030984925957889597
0.051,0.17876279754181357,-0.12776279754181358
0.771,0.6452248791979407,0.12577512080205933
0.775,0.5331329150293347,0.24186708497066534
0.219,0.33334062167829953,-0.11434062167829953
0.12,0.18742749839863526,-0.06742749839863527
0.066,0.06169872124097486,0.00430127875902514
0.037,0.057648254706268276,-0.020648254706268278
0.1,0.18235185806024934,-0.08235185806024933
0.161,0.00028024030775203324,0.16071975969224797
0.773,0.6374226174906557,0.13557738250934437
0.087,0.10190964236131347,-0.01490964236131348
0.511,0.46310424876416634,0.04789575123583367
0.079,-0.003724141227702926,0.08272414122770293
0.043,0.049636674190215196,-0.0066366741902152
0.49,0.5022957412079943,-0.01229574120799426
